water_pH,TDS,water_temp
9.16,311,24.25
6.01,313,24.63
11.92,391,23.0
6.45,321,23.88
6.71,536,25.31
10.19,336,22.94
6.95,325,24.19
9.6,366,25.19
9.21,309,24.75
8.45,434,23.13
9.28,339,23.63
7.67,335,25.19
9.3,343,23.69
9.82,335,22.75
8.06,444,23.88
8.56,335,22.75
7.63,302,24.31
9.39,338,23.31
8.41,332,25.0
8.92,369,25.0
5.57,437,23.75
8.86,342,23.44
9.47,341,22.69
8.33,345,23.75
8.34,342,23.44
5.58,523,24.56
6.09,537,26.13
7.3,315,24.19
14.0,902,24.5
6.48,433,23.38
8.52,340,23.56
7.35,317,24.13
10.14,423,24.88
9.15,342,22.94
9.3,297,23.88
10.12,368,25.38
9.12,346,23.56
8.93,329,22.44
6.23,321,24.44
6.65,294,25.25
6.85,319,24.63
7.67,415,25.25
9.16,369,25.06
7.91,313,24.56
10.0,344,23.31
5.97,553,26.63
6.24,529,25.5
8.91,329,22.69
10.1,340,23.06
6.91,342,25.06
5.63,454,24.06
6.2,440,23.63
9.85,423,24.69
7.85,331,22.63
8.38,418,23.5
6.54,296,24.69
6.46,341,25.63
7.17,444,24.13
8.32,363,24.25
6.85,316,23.81
6.0,312,23.75
6.19,1036,24.69
7.23,337,23.75
10.16,342,23.25
5.62,439,23.94
5.66,555,26.88
7.67,336,24.88
9.04,308,23.69
8.75,342,23.31
8.34,337,23.69
6.27,421,25.0
9.58,339,22.75
8.5,342,23.38
9.4,406,25.25
6.81,312,23.5
9.24,423,24.88
6.93,446,23.25
5.94,1515,26.94
8.98,344,24.63
8.41,329,22.31
7.77,436,23.25
8.6,424,24.38
5.91,313,24.13
5.98,525,26.25
6.87,268,24.94
8.47,416,23.44
7.91,310,23.94
6.08,417,24.31
8.55,299,23.94
8.32,315,24.69
6.38,706,23.75
8.9,327,22.38
7.29,302,24.31
5.53,477,24.25
10.77,367,25.06
7.48,329,22.81
6.28,432,23.88
6.43,539,26.38
6.95,527,25.31
8.55,315,24.56
8.91,310,23.63
6.52,540,25.81
7.11,305,24.81
6.06,426,23.38
7.18,332,25.06
6.18,440,23.63
5.75,342,24.56
8.6,340,24.94
6.63,319,24.25
5.53,522,26.19
6.96,298,24.63
5.74,296,24.75
9.97,340,23.31
10.04,433,23.5
9.49,342,23.25
8.61,342,23.38
7.86,344,23.25
7.81,318,23.81
10.55,304,24.06
9.23,309,24.75
8.45,331,22.63
9.03,306,24.38
7.84,350,23.75
10.15,381,24.06
5.74,483,25.38
10.5,397,22.63
7.76,337,23.63
12.01,392,22.63
8.15,304,24.25
5.95,544,26.63
6.32,672,23.88
8.23,342,23.5
9.25,327,24.19
7.55,729,22.56
9.74,428,24.63
8.76,311,24.69
5.93,567,26.94
9.67,339,22.75
5.91,337,22.13
8.88,340,23.0
7.14,446,24.13
7.55,357,24.5
7.86,329,22.81
6.03,305,25.06
8.19,327,22.56
7.72,302,24.38
8.07,527,25.38
8.18,341,25.88
8.37,331,22.69
9.37,311,24.56
10.09,330,22.88
7.0,536,26.31
8.3,418,23.88
7.71,426,23.25
9.7,349,24.25
10.48,367,25.0
8.99,310,24.13
8.45,331,22.44
7.84,328,25.13
7.76,431,24.38
9.29,299,23.88
6.97,339,25.25
9.64,307,25.06
5.53,533,25.13
7.82,431,23.31
8.59,344,23.38
7.58,302,24.25
8.4,342,26.0
10.04,337,22.75
7.12,302,24.81
9.48,368,25.44
10.21,306,24.31
8.39,340,23.06
7.82,337,22.69
9.37,334,23.25
6.65,450,23.63
9.6,374,26.13
6.34,442,24.06
8.31,348,24.75
7.05,295,24.38
10.73,391,23.25
7.42,329,22.5
6.21,442,24.06
6.04,333,22.06
6.29,439,24.0
8.54,343,23.75
7.73,313,24.31
7.06,321,24.38
7.63,350,23.63
9.73,777,23.25
7.75,329,22.13
5.9,311,24.38
7.46,310,23.63
6.07,508,25.06
8.63,344,23.44
6.84,321,23.94
8.83,342,23.25
8.85,319,24.13
10.21,771,23.25
8.52,342,23.13
6.74,435,23.81
7.84,331,22.5
7.94,337,22.75
8.96,304,24.69
5.76,505,25.19
7.86,338,23.19
7.54,312,24.13
8.91,346,23.5
7.87,330,22.06
6.94,382,24.44
6.57,1452,26.31
6.39,329,22.5
9.01,307,24.75
9.13,345,23.69
9.82,293,23.81
7.78,418,23.94
8.84,408,25.5
8.37,440,23.5
7.4,841,24.31
6.88,330,22.06
6.46,302,24.5
9.49,340,23.38
8.43,440,23.5
7.6,809,23.44
6.95,341,25.56
6.5,315,24.25
7.3,267,25.31
7.87,938,24.56
6.83,361,24.56
7.68,306,24.31
9.16,310,23.69
7.91,302,24.25
7.36,333,22.75
7.31,296,24.38
7.07,332,25.0
8.88,372,25.75
8.86,332,24.75
7.64,304,24.63
7.21,540,26.06
9.31,310,24.13
6.88,350,23.5
6.2,324,24.5
9.54,342,23.5
6.4,334,21.94
11.97,383,22.56
5.55,496,25.44
6.7,532,26.81
8.65,307,24.88
8.13,342,23.0
8.44,332,22.88
9.39,350,23.63
6.66,336,25.0
5.93,373,24.69
5.69,512,25.5
7.56,450,23.69
6.12,342,24.81
8.44,334,24.94
7.14,537,26.0
7.98,329,22.69
7.22,343,24.31
6.16,306,25.38
5.82,369,24.94
8.72,340,23.31
6.94,304,25.5
5.79,556,26.56
7.78,1100,24.13
8.68,413,24.0
9.41,451,21.75
7.58,304,24.44
7.46,425,23.56
7.85,338,25.0
7.01,336,22.94
8.18,340,24.81
8.67,441,24.25
6.94,317,24.5
8.28,343,25.5
9.19,312,24.06
6.19,331,22.63
9.26,310,24.06
9.85,342,23.31
5.51,500,24.63
7.33,321,24.31
6.96,340,23.19
8.84,299,24.13
10.27,345,24.31
7.51,439,24.25
8.05,341,25.44
7.91,381,24.19
8.48,344,23.5
7.44,301,24.81
6.19,513,26.5
5.84,1221,24.94
5.98,1515,26.63
6.93,331,22.38
6.71,530,25.31
6.76,909,24.38
8.44,440,23.5
7.19,444,24.25
8.96,340,23.44
8.43,333,24.31
6.01,394,24.25
9.05,340,23.44
8.8,342,23.13
8.2,329,22.31
8.51,345,24.0
8.35,340,23.0
7.81,343,23.75
8.49,312,24.06
6.72,528,26.19
9.3,428,24.69
7.31,293,24.19
8.13,533,25.31
9.42,310,23.81
7.73,436,23.13
7.67,438,23.56
9.94,367,24.75
5.94,468,24.75
6.56,329,22.13
9.08,380,24.56
8.43,379,25.0
7.41,346,23.56
6.58,540,25.88
8.5,340,23.38
7.68,344,23.56
9.34,339,22.75
6.51,297,24.19
7.63,305,25.0
7.93,311,24.38
8.54,331,22.56
6.29,305,25.44
5.97,568,26.56
9.27,342,23.63
8.6,308,23.63
7.03,321,24.44
6.96,338,24.75
7.64,449,23.88
6.82,321,23.94
9.33,335,22.81
9.4,308,23.56
9.6,367,24.81
5.57,537,26.13
8.05,729,22.25
5.74,456,25.94
6.78,443,23.38
9.59,344,23.56
10.14,374,25.75
6.87,310,24.0
7.91,305,24.69
8.22,368,24.31
7.06,442,23.63
9.08,365,24.75
8.53,329,22.19
5.97,532,25.5
8.58,375,25.13
10.39,346,23.31
8.65,332,24.75
8.72,295,23.69
9.75,344,23.5
8.9,418,24.94
5.51,450,25.94
5.77,266,24.5
7.63,352,23.63
7.7,310,24.13
5.9,435,23.56
7.96,304,24.31
8.42,333,22.81
10.01,339,22.81
9.75,301,24.94
8.75,344,23.5
9.95,339,22.81
8.03,339,23.63
7.92,342,23.13
9.26,348,24.69
7.45,413,24.06
9.41,421,24.5
7.63,329,22.69
6.87,383,24.25
6.76,360,23.5
7.23,351,24.06
9.71,340,23.0
11.51,390,22.56
7.6,329,22.19
6.28,363,24.31
5.74,437,25.31
6.94,321,24.25
7.81,343,23.69
9.89,343,23.94
8.68,344,23.38
6.39,288,23.5
8.53,373,25.19
8.39,319,24.44
8.04,374,24.06
9.3,338,22.88
7.63,328,22.0
6.93,418,23.5
8.35,313,24.63
11.65,410,23.06
9.1,344,23.56
9.8,356,24.75
8.57,363,24.56
8.64,341,22.75
7.37,771,23.75
7.58,329,22.81
6.83,527,25.31
6.23,321,24.56
6.92,415,23.88
7.94,336,23.56
7.58,418,23.69
5.59,524,26.44
5.67,529,26.88
8.05,350,23.69
9.18,294,23.75
8.64,418,23.5
6.65,444,24.06
6.27,513,26.56
6.88,522,26.0
8.12,330,22.06
6.73,325,24.06
7.29,318,23.81
9.91,339,22.75
5.53,325,24.06
6.52,442,24.13
7.41,316,24.0
10.23,299,23.69
5.96,512,25.75
10.11,344,23.25
7.7,530,25.31
6.92,316,23.69
7.03,350,23.56
8.22,323,22.25
9.17,378,24.63
7.74,378,24.5
8.46,417,24.19
9.69,424,24.63
7.85,308,23.63
9.29,395,24.75
6.82,561,25.69
8.43,342,23.31
6.09,442,24.13
7.89,441,24.25
6.81,783,25.69
7.72,334,25.06
7.35,543,25.81
8.89,305,24.69
9.88,790,23.5
10.49,406,23.94
6.08,533,26.31
6.29,1452,26.75
9.21,678,23.69
7.56,555,25.75
9.84,340,23.06
6.0,526,25.75
9.91,361,24.25
9.43,339,22.69
7.26,381,24.25
7.52,269,25.06
12.59,909,24.25
10.15,338,23.06
6.98,443,23.25
8.78,310,23.69
9.53,299,23.75
7.86,331,22.44
7.69,344,23.5
7.3,267,24.38
8.11,443,23.25
9.02,351,24.19
6.4,296,24.38
8.07,319,24.5
6.33,437,23.69
8.09,340,23.19
6.99,379,24.0
10.48,361,25.69
9.59,365,24.88
11.0,1005,22.69
7.97,324,22.0
8.43,331,24.25
8.52,309,25.06
9.8,418,24.94
8.43,346,23.63
6.65,326,24.75
7.6,338,23.5
7.46,296,24.44
9.28,345,23.75
9.39,299,23.81
9.67,373,25.0
8.53,340,23.38
8.4,340,24.75
7.44,296,24.56
8.18,306,24.13
6.51,320,23.88
9.22,405,24.38
7.87,445,23.38
7.74,346,23.56
7.2,337,23.75
8.11,380,24.38
5.69,502,25.38
6.4,442,23.88
8.55,369,25.06
6.31,521,26.56
8.73,343,23.81
8.11,361,24.63
6.89,334,25.13
7.37,418,23.88
9.78,344,22.94
7.19,330,22.0
8.63,302,24.13
9.15,339,22.75
7.28,329,22.44
5.88,513,25.44
7.32,421,23.56
6.06,299,24.19
5.53,396,24.44
5.86,511,24.69
8.82,312,24.0
8.91,307,24.69
9.98,340,23.06
7.95,306,24.38
6.77,1452,26.44
6.77,431,23.38
9.52,340,23.06
8.64,363,24.56
8.49,335,22.81
6.32,442,24.06
9.45,342,23.56
7.49,314,23.5
8.49,311,24.69
9.54,343,23.63
6.94,449,23.88
8.14,312,23.63
6.96,440,23.38
8.29,361,24.75
7.58,252,25.31
8.82,346,23.5
7.19,526,25.56
8.7,344,23.5
8.35,331,24.19
11.04,387,22.88
8.27,440,23.5
7.54,330,24.88
6.53,302,24.69
7.18,835,24.56
10.31,342,23.38
7.57,729,22.31
8.09,346,23.63
8.59,308,24.31
6.8,447,23.94
7.41,303,24.94
7.15,522,26.19
5.66,438,25.81
5.77,296,24.56
9.08,350,23.5
6.77,268,24.44
5.87,515,25.5
5.6,321,24.06
9.81,423,24.88
6.04,507,25.31
8.44,340,22.94
7.82,307,24.69
6.74,298,24.69
7.23,445,22.44
8.32,376,24.19
6.09,325,24.25
8.21,346,23.56
7.61,341,25.94
8.27,700,24.69
8.09,311,24.63
6.68,431,23.38
9.69,343,23.75
9.93,343,23.81
7.24,381,24.19
7.48,672,25.25
8.94,304,24.38
10.06,304,24.0
9.92,783,23.63
6.14,299,24.19
6.12,426,23.38
8.6,338,22.94
6.56,433,23.44
9.07,332,22.88
7.25,438,23.5
7.02,296,24.75
6.77,319,24.44
5.53,513,26.31
8.94,415,24.13
8.79,342,23.5
7.72,333,24.38
7.21,305,25.44
10.64,299,23.81
6.19,325,24.19
7.63,729,22.5
7.53,330,22.0
10.18,299,23.75
9.0,415,24.06
6.91,438,23.06
5.78,437,23.88
10.02,346,23.44
6.68,296,24.56
6.8,530,25.38
9.46,338,24.38
7.52,330,25.19
7.44,315,24.69
6.62,429,24.38
6.24,429,24.56
7.44,305,25.31
7.6,266,24.81
7.32,342,25.0
9.24,342,23.25
9.1,334,23.25
9.15,331,22.75
8.06,333,23.69
6.48,303,25.0
9.94,372,25.63
8.98,336,22.88
8.97,337,22.75
8.39,418,23.56
7.81,391,23.19
7.96,311,24.56
9.72,777,23.06
5.99,513,25.44
9.18,366,25.25
11.71,931,23.38
9.72,338,23.0
5.64,502,25.44
8.86,331,22.75
5.78,535,26.56
9.69,338,22.88
8.81,377,24.0
7.39,342,23.38
6.91,333,22.69
9.25,363,24.5
7.6,264,25.0
8.91,419,25.75
7.36,314,23.88
9.13,945,24.56
6.26,305,25.19
8.41,333,22.69
8.53,343,23.75
6.61,444,24.13
6.22,312,23.69
8.22,447,23.63
6.13,321,24.44
6.01,369,25.0
6.4,567,25.88
9.3,421,24.75
8.95,303,24.75
9.99,299,23.81
7.75,405,24.25
8.38,369,24.81
8.72,363,24.69
6.08,303,24.88
8.44,339,25.38
7.47,298,24.31
5.59,296,24.81
8.35,312,23.69
7.26,295,24.25
8.47,435,23.56
8.4,336,22.88
5.85,514,25.94
7.5,700,23.94
6.93,319,24.56
6.85,444,24.0
6.64,759,25.25
5.64,396,24.38
9.45,306,23.94
6.32,294,24.81
8.71,342,23.63
6.84,545,26.19
5.83,513,25.44
5.87,305,25.06
6.76,437,23.75
10.64,366,25.13
9.46,854,25.0
8.01,407,23.38
5.56,1304,25.44
9.38,314,23.56
7.71,334,21.94
7.16,333,22.69
8.37,683,23.94
6.03,373,24.88
10.01,373,24.81
7.66,331,24.44
5.57,491,25.25
5.91,537,26.13
8.99,350,23.56
8.77,338,23.25
8.34,700,24.63
5.51,444,23.94
6.72,341,25.63
7.39,415,24.13
5.83,296,24.81
9.76,338,23.0
8.03,344,23.44
9.85,371,26.13
8.21,305,24.69
8.71,341,23.69
7.01,317,24.44
6.46,535,26.88
7.73,330,24.63
9.42,404,25.38
9.63,330,23.06
7.26,269,25.0
7.23,538,25.5
6.53,313,24.5
8.11,338,26.0
8.55,313,24.5
7.84,310,23.81
7.0,333,22.63
7.22,369,24.88
8.34,317,24.69
7.97,333,22.63
6.34,305,25.38
7.2,376,24.31
6.35,304,24.56
6.58,331,25.25
5.6,494,25.25
7.33,363,24.63
6.94,325,23.94
7.56,441,24.13
6.55,421,24.88
9.49,342,23.56
7.2,373,25.13
8.27,304,24.06
9.05,417,25.38
9.49,343,24.0
8.79,416,23.75
9.01,312,24.19
9.51,372,25.5
6.76,305,25.44
8.41,302,24.0
8.75,310,24.19
9.36,366,25.31
8.59,336,22.94
7.28,330,25.25
9.26,389,23.19
7.79,311,24.63
9.42,336,23.0
5.73,518,24.44
7.97,312,24.19
9.0,345,23.88
7.55,338,23.44
7.8,444,24.25
6.79,422,24.31
6.82,452,23.63
6.72,314,23.63
7.59,307,24.69
8.93,415,24.19
6.28,293,24.31
5.55,432,23.88
8.72,306,24.31
7.82,379,24.0
6.45,294,24.75
6.97,325,23.94
6.24,532,25.5
9.34,307,24.94
6.01,433,23.44
8.21,340,24.63
8.73,409,25.0
8.55,310,24.19
7.95,308,24.31
8.89,344,23.31
10.15,342,23.56
8.98,309,25.0
8.95,311,24.5
9.96,344,23.5
6.52,297,24.31
8.72,343,23.69
9.81,307,24.44
8.55,342,23.31
7.47,317,24.5
5.7,562,26.44
7.43,339,25.88
10.48,365,24.63
10.83,389,23.13
7.02,421,23.63
6.51,338,21.94
9.16,328,24.69
6.24,359,24.38
7.28,267,24.19
7.67,311,24.31
7.65,330,21.94
9.71,303,24.94
8.33,305,25.06
8.24,317,24.25
7.88,446,24.13
8.62,345,23.88
9.15,342,24.63
6.37,314,23.63
8.29,335,22.81
8.03,418,23.88
7.58,329,22.38
8.55,378,24.31
6.6,447,23.69
6.98,369,24.81
8.0,308,23.75
10.59,373,24.75
6.81,315,24.63
6.28,304,24.19
9.34,304,24.25
7.8,420,24.19
5.93,442,23.94
8.26,350,23.5
8.37,332,22.94
6.12,302,24.44
8.29,341,25.56
9.55,304,24.06
10.24,295,23.75
9.02,337,23.63
8.87,342,23.31
7.88,309,24.56
8.59,771,23.38
5.72,375,25.31
9.98,342,23.31
7.07,329,22.25
6.95,541,25.31
5.55,439,24.13
9.25,329,24.19
8.72,343,23.75
6.08,295,24.19
6.81,433,23.19
7.37,403,24.44
6.49,314,23.81
8.41,329,22.19
6.08,1285,23.81
7.18,431,23.31
5.52,296,24.75
7.04,331,22.63
7.29,295,24.38
5.97,344,25.19
5.8,507,25.56
8.03,337,23.56
6.47,672,25.44
9.32,310,23.88
8.51,312,23.75
8.77,346,23.56
8.2,441,23.25
7.52,332,25.13
8.5,331,24.25
5.56,363,24.69
5.57,507,25.5
7.8,328,24.75
9.14,395,23.38
6.12,539,26.5
8.8,350,23.63
9.59,346,23.5
8.01,330,24.88
6.7,528,26.13
8.78,341,22.75
6.82,381,24.0
9.9,423,24.81
6.19,325,24.06
8.73,428,24.81
7.63,351,24.13
9.38,429,24.44
5.95,562,26.44
5.8,294,24.75
7.16,418,23.56
7.02,272,24.19
7.89,374,24.0
9.31,313,24.69
10.53,302,23.94
7.48,329,22.13
7.96,312,23.63
10.35,313,24.56
6.7,532,25.44
8.34,341,23.75
8.36,342,23.13
7.07,449,23.94
7.55,316,23.81
7.32,783,23.38
5.94,373,25.0
8.79,307,25.06
9.69,306,24.38
8.53,790,24.63
7.14,296,24.44
9.08,340,23.0
8.87,342,23.31
5.63,432,23.81
7.02,717,24.63
7.43,267,25.38
5.62,423,24.69
7.39,334,25.0
8.32,341,25.5
5.59,465,25.06
9.13,393,24.75
9.27,312,23.94
9.08,339,22.81
7.42,294,24.56
5.89,517,24.56
5.98,540,26.94
6.89,314,23.81
6.33,433,23.31
9.87,365,24.63
9.14,309,24.69
8.45,882,24.31
7.05,317,24.63
9.32,310,24.06
9.26,293,23.94
6.14,532,26.81
9.94,299,23.81
9.36,376,24.38
7.15,374,24.19
6.18,441,24.13
10.95,398,23.13
7.79,311,24.56
5.65,491,25.44
8.75,342,23.56
9.66,345,23.75
6.84,533,25.38
7.82,314,23.69
8.75,345,23.75
7.38,303,24.69
7.25,292,25.25
6.29,305,24.88
6.75,450,23.75
7.13,439,24.19
8.25,379,22.5
5.99,304,24.25
10.25,434,24.06
5.77,568,26.63
6.52,344,25.13
12.18,383,24.38
7.49,319,24.63
6.7,340,25.13
7.86,434,23.13
6.01,344,24.81
6.49,435,23.44
10.98,373,24.69
9.65,373,24.94
5.72,325,24.25
8.53,344,23.5
7.46,296,24.5
10.28,414,24.44
6.95,316,23.31
7.37,540,25.88
10.46,334,23.06
9.58,304,24.38
9.05,309,24.69
8.12,429,24.38
7.53,328,24.5
5.89,568,26.5
7.79,306,24.44
7.72,426,23.38
6.4,296,24.75
8.89,339,22.75
10.21,368,25.44
9.98,396,23.25
9.52,340,23.06
5.62,469,24.31
9.33,783,23.69
9.12,304,24.63
7.82,350,23.5
6.13,314,23.81
6.59,319,24.13
5.55,381,23.94
8.55,345,24.13
7.07,304,24.31
9.3,376,24.44
5.69,423,24.75
6.49,1442,26.88
6.95,321,24.31
6.18,330,22.06
7.89,351,23.94
7.6,268,25.06
6.04,294,25.25
10.37,306,24.25
6.79,341,25.63
8.27,310,23.81
6.87,313,24.5
8.85,340,22.94
8.24,378,24.56
10.19,297,23.75
5.85,462,26.44
5.72,369,24.88
7.54,403,24.44
9.53,374,26.06
8.63,303,23.88
10.16,344,23.38
5.65,499,25.44
7.31,428,24.63
7.2,316,23.81
9.02,396,24.56
7.54,304,24.25
10.23,338,23.25
8.56,342,23.44
6.45,296,24.63
9.48,349,24.44
5.51,363,24.5
6.25,385,24.44
10.25,336,22.88
8.15,683,24.94
7.11,330,21.94
6.45,322,23.69
7.54,434,23.13
8.4,311,24.31
7.91,533,25.31
8.45,1100,24.25
6.3,334,22.0
6.06,328,21.94
9.69,326,24.75
7.68,327,22.25
5.94,373,25.19
8.33,345,23.69
7.93,311,24.88
8.36,424,24.31
11.04,365,24.63
7.42,298,24.5
7.88,306,24.5
7.59,329,22.25
7.87,330,22.0
10.24,342,23.31
6.36,439,24.13
7.58,418,23.75
6.11,305,24.75
8.55,343,23.88
6.48,375,25.25
7.32,361,24.44
5.82,294,24.81
8.09,308,23.56
6.54,700,23.69
7.45,265,24.13
5.84,320,24.94
8.23,329,22.56
9.51,423,24.88
8.71,345,24.19
6.11,304,24.56
8.17,326,24.69
6.98,338,26.06
8.58,317,24.13
6.17,439,24.13
7.69,314,23.56
8.41,342,23.31
9.67,374,25.56
10.2,340,23.19
8.02,350,23.63
7.03,332,23.13
6.02,318,25.06
10.56,415,25.44
7.05,345,24.0
7.2,332,24.75
7.74,315,24.19
10.55,304,24.06
6.32,433,23.38
7.89,342,25.13
7.07,416,23.5
8.89,350,23.56
9.92,340,23.44
8.81,346,23.56
8.49,421,23.5
5.85,315,24.19
9.17,310,23.75
7.18,415,23.94
7.57,350,23.69
9.86,340,23.25
7.24,331,22.63
7.77,319,24.19
8.58,310,24.25
8.69,331,22.56
9.72,344,23.0
8.8,333,24.31
9.13,346,23.56
5.86,537,26.06
9.06,342,23.56
6.55,535,26.88
6.47,383,24.13
8.12,315,24.25
8.24,339,22.69
10.69,375,24.81
9.16,307,24.56
8.27,307,24.44
8.67,363,24.31
9.78,342,23.31
6.79,532,26.75
7.37,333,24.19
7.43,640,24.5
8.96,308,24.06
8.53,342,25.0
10.09,342,23.25
5.51,381,23.94
6.31,296,24.81
10.85,390,25.19
7.67,331,22.75
9.64,349,24.31
8.51,336,24.88
6.39,528,26.13
6.05,556,26.69
8.2,310,23.63
6.17,314,23.69
7.91,310,23.56
6.85,452,23.69
10.32,338,23.13
7.32,423,23.69
7.78,431,23.13
8.2,337,22.75
8.79,340,23.06
6.26,310,24.0
10.09,344,23.0
7.99,339,25.81
6.12,305,24.56
8.87,342,24.69
8.2,329,22.63
6.5,310,24.25
10.08,343,24.38
9.43,310,23.88
5.91,516,25.06
9.12,313,24.63
6.82,314,23.63
6.08,1442,25.56
9.64,363,24.63
8.99,338,23.13
9.83,339,22.75
7.45,434,23.06
7.84,310,23.81
11.89,381,22.56
6.81,532,26.63
9.41,303,25.0
6.14,336,21.94
8.46,340,23.06
6.75,565,24.81
8.68,319,24.13
6.15,308,24.13
8.15,442,24.13
6.87,435,23.88
7.7,329,24.25
6.63,336,25.06
9.73,423,24.94
8.55,413,23.94
7.68,312,23.63
8.92,337,22.75
7.29,403,24.25
6.27,270,24.88
8.04,333,26.0
9.15,329,22.75
8.8,783,23.5
5.75,304,25.56
7.62,319,24.69
7.28,520,25.19
6.0,331,22.31
8.26,310,23.56
8.16,317,24.38
10.27,336,23.13
7.62,331,22.63
10.27,306,24.31
6.6,305,25.31
6.62,452,23.88
6.09,466,24.75
7.16,376,24.75
10.58,303,23.81
7.1,316,23.81
8.6,340,25.06
6.4,373,24.69
8.11,383,22.56
7.06,297,24.25
7.38,340,23.13
8.47,339,22.81
6.8,334,25.13
5.64,513,25.44
6.75,303,25.56
9.3,340,23.25
9.25,332,23.31
7.81,331,22.38
5.86,515,25.63
5.85,295,24.44
10.15,306,23.94
6.85,321,23.88
5.82,373,24.75
7.6,270,24.31
7.04,337,23.75
7.35,391,24.5
12.95,359,25.63
12.71,368,24.25
9.44,342,23.19
8.7,299,23.69
6.76,306,25.38
8.83,640,23.75
8.63,342,23.25
10.64,393,23.31
9.96,343,22.81
9.01,332,23.25
8.69,343,23.75
8.24,317,24.19
5.96,325,24.44
6.69,306,24.06
7.52,537,26.0
7.42,317,24.38
8.33,344,23.31
9.41,299,23.88
6.73,441,23.19
6.53,326,24.63
7.74,302,24.75
8.06,308,23.69
9.48,346,23.63
7.7,314,23.88
7.06,645,24.94
9.37,306,24.06
6.25,439,24.0
7.59,303,25.38
7.49,341,25.44
7.08,541,25.44
7.18,435,23.5
5.81,292,24.81
5.87,373,24.69
5.76,396,24.38
9.24,341,23.69
9.46,366,25.19
6.56,330,25.13
7.74,312,24.06
10.1,1028,24.69
9.4,309,24.75
7.03,672,24.25
8.27,309,24.44
7.81,418,23.69
8.94,306,24.31
6.44,442,24.06
9.92,344,23.63
8.21,307,24.5
6.14,540,26.94
9.36,694,24.5
7.45,543,25.75
8.37,329,22.63
6.02,536,26.31
9.4,311,24.75
5.74,522,26.0
9.17,413,24.19
5.76,515,25.44
8.38,344,23.56
6.19,428,24.63
6.82,524,25.31
8.55,380,24.5
7.37,343,23.75
8.62,340,23.13
9.29,342,23.31
5.86,553,26.63
10.89,362,24.88
6.87,317,24.0
7.39,331,22.31
8.85,306,24.19
8.99,304,24.25
9.63,424,22.75
6.34,437,23.81
8.47,335,22.81
5.54,379,24.06
6.74,329,22.19
8.93,304,24.19
9.73,337,22.81
8.43,363,24.19
6.77,268,24.31
8.42,342,23.0
7.59,420,24.19
6.02,564,26.88
7.87,312,23.56
8.57,365,24.75
7.54,333,22.63
6.47,314,23.56
7.39,416,23.63
7.35,303,24.88
7.22,303,24.75
7.28,841,24.5
8.16,327,22.56
9.24,307,25.0
6.04,1362,25.75
7.34,293,24.38
8.04,319,24.63
6.02,296,24.81
10.02,366,25.31
6.85,294,24.88
6.82,353,25.69
8.76,309,24.69
8.53,380,24.75
8.47,332,24.94
7.36,296,24.5
8.76,306,24.0
8.41,342,23.25
9.65,305,25.06
8.15,426,23.13
8.21,419,24.63
8.55,304,24.31
8.55,307,24.69
9.48,340,23.19
7.74,431,23.38
6.66,368,25.25
5.88,304,25.5
6.45,327,22.13
6.69,429,24.5
8.25,363,24.63
6.0,296,24.81
7.91,441,24.19
5.93,513,25.44
10.09,342,23.38
9.82,790,24.13
9.25,339,23.63
5.83,431,24.56
6.14,369,25.06
6.21,553,26.44
7.8,312,23.63
9.2,343,23.69
5.95,553,26.63
9.48,345,22.75
8.26,340,23.19
9.77,342,23.38
9.17,309,24.94
7.57,311,24.75
8.64,336,23.06
10.22,369,24.94
8.33,310,24.13
7.45,333,24.19
8.72,342,23.31
7.2,361,24.63
5.58,452,24.06
8.57,295,23.81
7.17,339,24.38
7.25,329,22.56
8.58,370,24.06
7.99,316,23.56
5.54,468,24.69
7.04,324,24.56
7.19,418,23.5
9.54,302,24.06
5.89,324,24.69
8.17,689,24.63
6.3,442,23.81
7.48,329,22.31
6.44,265,24.75
9.28,368,25.44
7.94,327,22.19
5.98,442,23.94
11.3,417,22.88
9.57,303,23.88
6.08,331,22.0
9.65,410,24.31
7.48,312,23.81
8.03,357,24.25
8.28,315,24.38
7.37,310,23.63
6.08,379,23.88
9.58,364,25.06
7.27,363,24.63
7.44,334,22.94
7.61,438,23.25
7.96,376,24.56
8.0,340,23.31
7.24,565,24.81
5.58,523,26.81
5.61,717,24.19
6.5,528,26.13
7.5,340,23.19
7.99,316,23.5
6.73,351,24.06
7.64,436,23.38
5.93,293,24.25
9.55,408,25.25
7.84,308,23.69
8.01,1100,24.13
7.07,777,23.25
7.08,418,23.63
9.6,667,24.38
8.17,337,22.81
9.1,312,23.56
8.03,336,25.19
7.49,436,23.19
8.7,924,24.63
8.02,533,25.31
6.82,542,26.19
10.03,374,25.69
7.37,331,24.19
7.27,329,22.56
8.79,338,22.88
6.86,302,24.81
7.84,353,24.0
8.53,305,24.56
7.88,424,23.19
10.0,340,23.38
8.59,336,22.94
9.05,327,22.75
7.22,369,25.06
9.16,305,25.0
8.72,366,24.25
6.03,344,24.88
10.1,771,22.75
5.96,301,25.19
5.58,325,24.5
8.42,330,24.63
8.16,311,24.56
7.5,338,23.25
8.2,335,23.69
11.32,815,24.13
11.84,383,22.88
7.95,342,23.31
7.1,329,22.13
8.18,344,23.63
5.71,469,24.38
8.33,640,24.06
7.23,735,22.75
6.89,381,24.13
7.33,330,24.69
6.04,546,26.94
7.74,376,24.19
